Premium,Price,Address,Beds,Baths,Sq_ft,Year_built,Price_index,Sq_ft_index,Year_built_index,Zipcode,Neighborhood,Fire_index,High_risk_index,Medium_risk_index,Low_risk_index
"$1,185.12","$2,695,000.00","1578 Fulton Street, San Francisco,  CA 94117",3.0,3,2388.0,1900.0,0.2497037345899415,0.5821459674032783,-1.62798529003642,94117,Hayes Valley,0.7804239836257761,-0.4,0.07,-0.1
"$1,267.94","$2,695,000.00","1730 Lake Street, San Francisco,  CA 94121",4.0,3,2631.0,1950.0,0.2497037345899415,0.7732847032055755,-0.4950797298162236,94121,Outer Richmond,-0.1532819271992265,-0.26,-0.23,-0.05
"$1,111.58","$2,795,000.00","149 Laidley Street, San Francisco,  CA 94131",3.0,2,2404.0,1900.0,0.2878511782559586,0.5947312339581621,-1.62798529003642,94131,West of Twin Peaks,-0.5483113510098047,-0.37,-0.32,-0.29
"$1,225.63","$2,795,000.00","34 Tamalpais Terrace, San Francisco,  CA 94118",4.0,3,2437.0,1937.0,0.2878511782559586,0.6206883462276098,-0.7896351754734747,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,401.58","$2,795,000.00","60 Laidley Street, San Francisco,  CA 94131",4.0,3F11/2,4090.0,1970.0,0.2878511782559586,1.9209036971790392,-0.0419175057281452,94131,West of Twin Peaks,-0.5483113510098047,-0.37,-0.32,-0.29
"$1,672.83","$2,799,000.00","401 Harrison Street #43E, San Francisco,  CA 94105",2.0,2,1270.0,2014.0,0.2893770760025992,-0.2972495331192251,0.9550393872656274,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,438.30","$2,825,000.00","1501 Filbert Street #TH1A, San Francisco,  CA 94123",3.0,3F11/2,2569.0,2014.0,0.2992954113557636,0.7245167953054009,0.9550393872656274,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,218.58","$2,849,000.00","4301 Cesar Chavez Street, San Francisco,  CA 94131",3.0,2,2307.0,1950.0,0.3084507978356077,0.5184330554691792,-0.4950797298162236,94131,West of Twin Peaks,-0.5483113510098047,-0.37,-0.32,-0.29
"$1,730.83","$2,850,000.00","488 Folsom Street #4903, San Francisco,  CA 94105",2.0,2F11/2,1832.0,2019.0,0.3088322722722679,0.1448079546210673,1.0683299432876472,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,358.71","$2,888,000.00","1 Bristol Court #218, San Francisco,  CA 94130",3.0,2F11/2,2259.0,2022.0,0.3233283008653544,0.4806772558045279,1.136304276900859,94130,Treasure Island,-0.7637819458155745,-0.4,-0.56,-0.43
"$1,691.83","$2,898,000.00","280 Spear Street #25E, San Francisco,  CA 94105",2.0,2,1286.0,2020.0,0.3271430452319561,-0.2846642665643413,1.090988054492051,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,380.30","$2,900,000.00","1515 Union Street #PH4, San Francisco,  CA 94123",2.0,2,1618.0,2020.0,0.3279059941052764,-0.0235199855505031,1.090988054492051,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,543.83","$2,950,000.00","965 Natoma Street, San Francisco,  CA 94103",4.0,5,2647.0,1906.0,0.3469797159382849,0.7858699697604593,-1.4920366228099964,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,579.23","$2,990,000.00","808 Dolores Street, San Francisco,  CA 94110",3.0,3F11/2,2095.0,1916.0,0.3622386934046917,0.3516782736169692,-1.265455510765957,94110,Mission,2.3605416788680884,3.6,2.26,2.44
"$1,711.83","$2,995,000.00","181 Fremont Street #65D, San Francisco,  CA 94105",2.0,2,1555.0,2018.0,0.3641460655879925,-0.0730744726103579,1.0456718320832432,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,719.83","$2,995,000.00","188 Minna Street #25A, San Francisco,  CA 94105",3.0,3,2027.0,2005.0,0.3641460655879925,0.2981908907587132,0.7511163864259922,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,799.23","$2,995,000.00","229 Montcalm Street, San Francisco,  CA 94110",4.0,2F11/2,2850.0,1987.0,0.3641460655879925,0.9455455391755472,0.3432703847467215,94110,Mission,2.3605416788680884,3.6,2.26,2.44
"$1,198.12","$2,998,000.00","207 Cole Street, San Francisco,  CA 94117",3.0,2F11/2,2287.0,1904.0,0.3652904888979731,0.5027014722755745,-1.537352845218804,94117,Hayes Valley,0.7804239836257761,-0.4,0.07,-0.1
"$1,591.23","$3,099,000.00","25 Peralta Avenue, San Francisco,  CA 94110",4.0,4,2588.0,1902.0,0.4038194070006503,0.7394617993393254,-1.582669067627612,94110,Mission,2.3605416788680884,3.6,2.26,2.44
"$1,739.83","$3,107,000.00","1 Steuart Lane #605, San Francisco,  CA 94105",2.0,2,1770.0,2021.0,0.4068712024939316,0.0960400467208927,1.113646165696455,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,285.94","$3,175,000.00","496 38th Avenue, San Francisco,  CA 94121",4.0,4,3600.0,1916.0,0.4328114641868232,1.5354799089357238,-1.265455510765957,94121,Outer Richmond,-0.1532819271992265,-0.26,-0.23,-0.05
"$1,169.58","$3,195,000.00","256 28th Street, San Francisco,  CA 94131",5.0,3F11/2,2775.0,1906.0,0.4404409529200266,0.8865521021995295,-1.4920366228099964,94131,West of Twin Peaks,-0.5483113510098047,-0.37,-0.32,-0.29
"$1,147.24","$3,348,000.00","664 Douglass Street, San Francisco,  CA 94114",3.0,2F11/2,2480.0,1900.0,0.4988065417290326,0.65451125009386,-1.62798529003642,94114,Noe Valley,-0.2251054588011498,-0.48,-0.33,-0.46
"$1,592.29","$3,385,000.00","2266 9th Avenue, San Francisco,  CA 94116",6.0,4,4816.0,1978.0,0.5129210958854589,2.4919601671068903,0.1393473839070862,94116,Sunset/Parkside,0.2417474966113515,0.13,0.42,0.31
"$1,768.83","$3,395,000.00","765 Market Street #22D, San Francisco,  CA 94103",3.0,3,2567.0,2001.0,0.5167358402520605,0.7229436369860405,0.6604839416083764,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,286.91","$3,395,000.00","1338 Filbert Street #C, San Francisco,  CA 94109",3.0,3F11/2,2617.0,1906.0,0.5167358402520605,0.7622725949700523,-1.4920366228099964,94109,Nob Hill,0.8522475152276994,0.32,0.06,0.35
"$1,790.83","$3,395,000.00","631 Folsom Street #PHD, San Francisco,  CA 94107",3.0,2F11/2,2623.0,2009.0,0.5167358402520605,0.7669920699281336,0.8417488312436079,94107,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,250.30","$3,465,000.00","1980 Vallejo Street #8, San Francisco,  CA 94123",3.0,3,2402.0,1926.0,0.5434390508182725,0.5931580756388016,-1.0388743987219178,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,762.83","$3,495,000.00","488 Folsom Street #4401, San Francisco,  CA 94105",3.0,3,1934.0,2019.0,0.5548832839180776,0.2250390289084513,1.0683299432876472,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,684.83","$3,498,000.00","765 Market Street #32H, San Francisco,  CA 94103",2.0,2F11/2,1453.0,2001.0,0.556027707228058,-0.1533055468977419,0.6604839416083764,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,337.29","$3,499,000.00","1671 34th Avenue, San Francisco,  CA 94122",5.0,3,2616.0,1940.0,0.5564091816647183,0.761486015810372,-0.7216608418602629,94122,Sunset/Parkside,0.2417474966113515,0.13,0.42,0.31
"$1,504.91","$3,500,000.00","2525 Van Ness Avenue #501, San Francisco,  CA 94109",3.0,3F11/2,1951.0,2024.0,0.5567906561013785,0.2384108746230153,1.1816204993096666,94109,Nob Hill,0.8522475152276994,0.32,0.06,0.35
"$1,200.63","$3,500,000.00","3513 Jackson Street, San Francisco,  CA 94118",3.0,2F11/2,2540.0,1910.0,0.5567906561013785,0.7017059996746741,-1.4014041779923807,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,772.83","$3,500,000.00","765 Market Street #28D, San Francisco,  CA 94103",3.0,3,2569.0,2001.0,0.5567906561013785,0.7245167953054009,0.6604839416083764,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,406.32","$3,595,000.00","1150 Sacramento Street #304, San Francisco,  CA 94108",2.0,2F11/2,2588.0,1989.0,0.5930307275840946,0.7394617993393254,0.3885866071555293,94108,Chinatown,-0.0455466297963416,-0.09,-0.09,-0.02
"$1,187.24","$3,595,000.00","573 Diamond Street, San Francisco,  CA 94114",4.0,4,2692.0,1906.0,0.5930307275840946,0.82126603194607,-1.4920366228099964,94114,Noe Valley,-0.2251054588011498,-0.48,-0.33,-0.46
"$1,766.83","$3,675,000.00","488 Folsom Street #4202, San Francisco,  CA 94105",3.0,3,1888.0,2019.0,0.6235486825169082,0.1888563875631605,1.0683299432876472,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,422.30","$3,695,000.00","1515 Union Street #PH3, San Francisco,  CA 94123",2.0,2,1772.0,2020.0,0.6311781712501116,0.0976132050402531,1.090988054492051,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,410.32","$3,695,000.00","1150 Sacramento Street #501, San Francisco,  CA 94108",2.0,2F11/2,2589.0,1989.0,0.6311781712501116,0.7402483784990056,0.3885866071555293,94108,Chinatown,-0.0455466297963416,-0.09,-0.09,-0.02
"$1,736.83","$3,700,000.00","401 Harrison Street #44A, San Francisco,  CA 94105",2.0,2,1648.0,2014.0,0.6330855434334124,7.73892399039528e-05,0.9550393872656274,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,387.30","$3,700,000.00","2111 Greenwich Street, San Francisco,  CA 94123",2.0,3,4116.0,1923.0,0.6330855434334124,1.941354755330725,-1.1068487323351297,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,801.83","$3,750,000.00","280 Spear Street #39B, San Francisco,  CA 94105",3.0,3,2214.0,2022.0,0.652159265266421,0.4452811936189173,1.136304276900859,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
$nan,"$3,750,000.00","1126 Sanchez Street #4, San Francisco,  CA 94119",4.0,3F11/2,2818.0,1953.0,0.652159265266421,0.9203750060657796,-0.4271053962030119,94119,,0.0,,,
"$1,466.63","$3,750,000.00","955 Green Street #1, San Francisco,  CA 94133",3.0,4F11/2,3015.0,2002.0,0.652159265266421,1.075331100522786,0.6831420528127804,94133,Russian Hill,-0.0814583955973032,-0.17,-0.08,-0.34
"$1,858.83","$3,750,000.00","765 Market Street #PH2CD, San Francisco,  CA 94103",3.0,3F11/2,3548.0,2001.0,0.652159265266421,1.4945777926323516,0.6604839416083764,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,769.83","$3,775,000.00","488 Folsom Street #4302, San Francisco,  CA 94105",3.0,3,1888.0,2019.0,0.6616961261829252,0.1888563875631605,1.0683299432876472,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,224.63","$3,795,000.00","3806 Clay Street, San Francisco,  CA 94118",4.0,2F11/2,3004.0,1900.0,0.6693256149161286,1.0666787297663034,-1.62798529003642,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,814.83","$3,850,000.00","301 Mission Street #50A, San Francisco,  CA 94105",2.0,3,2706.0,2009.0,0.690306708932438,0.8322781401815932,0.8417488312436079,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,224.63","$3,895,000.00","1050 Green Street #2, San Francisco,  CA 94133",3.0,2F11/2,2430.0,1913.0,0.7074730585821456,0.6151822921098482,-1.333429844379169,94133,Russian Hill,-0.0814583955973032,-0.17,-0.08,-0.34
"$1,325.63","$3,895,000.00","295 14th Avenue, San Francisco,  CA 94118",5.0,4F11/2,3798.0,1915.0,0.7074730585821456,1.6912225825524103,-1.288113621970361,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,258.94","$3,950,000.00","260 32nd Avenue, San Francisco,  CA 94121",4.0,3F11/2,2647.0,1924.0,0.7284541525984549,0.7858699697604593,-1.0841906211307255,94121,Outer Richmond,-0.1532819271992265,-0.26,-0.23,-0.05
"$1,596.29","$3,950,000.00","1557 Funston Avenue, San Francisco,  CA 94122",4.0,4F11/2,3300.0,2023.0,0.7284541525984549,1.2995061610316532,1.1589623881052629,94122,Sunset/Parkside,0.2417474966113515,0.13,0.42,0.31
"$1,210.24","$3,995,000.00","4319 25th Street, San Francisco,  CA 94114",4.0,4F11/2,2893.0,1903.0,0.7456205022481626,0.9793684430417972,-1.560010956423208,94114,Noe Valley,-0.2251054588011498,-0.48,-0.33,-0.46
"$1,267.30","$4,195,000.00","2721 Pierce Street, San Francisco,  CA 94123",4.0,2,2774.0,1908.0,0.8219153895801966,0.8857655230398492,-1.4467204004011884,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,300.30","$4,200,000.00","122 Avila Street, San Francisco,  CA 94123",4.0,2F11/2,2735.0,1924.0,0.8238227617634974,0.85508893581232,-1.0841906211307255,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,325.30","$4,225,000.00","3239 Webster Street, San Francisco,  CA 94123",3.0,3F11/2,2720.0,1935.0,0.8333596226800017,0.8432902484171165,-0.8349513978822826,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,307.65","$4,295,000.00","2338 California Street, San Francisco,  CA 94115",4.0,3F11/2,3090.0,1875.0,0.8600628332462136,1.1343245374988036,-2.194438070146518,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$1,516.91","$4,300,000.00","1220 Jones Street #501, San Francisco,  CA 94109",3.0,3F11/2,2720.0,1989.0,0.8619702054295144,0.8432902484171165,0.3885866071555293,94109,Nob Hill,0.8522475152276994,0.32,0.06,0.35
"$1,576.65","$4,395,000.00","2121 Webster Street #TH2, San Francisco,  CA 94115",3.0,3F11/2,2404.0,2016.0,0.8982102769122307,0.5947312339581621,1.0003556096744353,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$1,819.83","$4,400,000.00","765 Market Street #24F, San Francisco,  CA 94103",2.0,2F11/2,2730.0,2001.0,0.9001176490955315,0.8511560400139189,0.6604839416083764,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,370.63","$4,450,000.00","64 Parker Avenue, San Francisco,  CA 94118",5.0,3F11/2,3698.0,1929.0,0.91919137092854,1.612564666584387,-0.970900065108706,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,436.91","$4,650,000.00","1915 Washington Street, San Francisco,  CA 94109",4.0,4,3700.0,1914.0,0.995486258260574,1.6141378249037472,-1.310771733174765,94109,Nob Hill,0.8522475152276994,0.32,0.06,0.35
"$1,494.63","$4,695,000.00","730 Funston Avenue, San Francisco,  CA 94118",5.0,3F21/2,5335.0,1923.0,1.0126526079102816,2.9001947509809325,-1.1068487323351297,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,288.63","$4,750,000.00","100 Walnut Street, San Francisco,  CA 94118",4.0,4F11/2,3263.0,1903.0,1.0336337019265909,1.2704027321234843,-1.560010956423208,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,495.94","$4,880,000.00","2901 Lake Street, San Francisco,  CA 94121",4.0,3F11/2,4177.0,1960.0,1.083225378692413,1.9893360840712195,-0.2684986177721844,94121,Outer Richmond,-0.1532819271992265,-0.26,-0.23,-0.05
"$1,809.83","$4,895,000.00","181 Fremont Street #63A, San Francisco,  CA 94105",3.0,3F11/2,1882.0,2018.0,1.0889474952423157,0.184136912605079,1.0456718320832432,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,856.83","$4,900,000.00","280 Spear Street #39D, San Francisco,  CA 94105",3.0,3,2351.0,2022.0,1.0908548674256164,0.5530425384951095,1.136304276900859,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,315.58","$4,950,000.00","22 Harper Street, San Francisco,  CA 94131",6.0,5,3961.0,1900.0,1.109928589258625,1.8194349855802887,-1.62798529003642,94131,West of Twin Peaks,-0.5483113510098047,-0.37,-0.32,-0.29
"$1,920.83","$4,956,000.00","706 Mission Street #14A, San Francisco,  CA 94103",3.0,3F11/2,3176.0,2021.0,1.112217435878586,1.201970345231304,1.113646165696455,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,480.30","$4,995,000.00","1515 Union Street #6E, San Francisco,  CA 94123",3.0,3,1871.0,2020.0,1.127094938908333,0.1754845418485965,1.090988054492051,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,485.30","$4,995,000.00","1515 Union Street #6B, San Francisco,  CA 94123",3.0,2F11/2,1940.0,2020.0,1.127094938908333,0.2297585038665327,1.090988054492051,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,840.83","$4,995,000.00","181 Fremont Street #56B, San Francisco,  CA 94105",2.0,2F11/2,2226.0,2018.0,1.127094938908333,0.4547201435350801,1.0456718320832432,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,820.83","$4,995,000.00","301 Mission Street #PH1D, San Francisco,  CA 94105",2.0,2F11/2,2230.0,2009.0,1.127094938908333,0.457866460173801,0.8417488312436079,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,373.30","$4,995,000.00","2960 Steiner Street, San Francisco,  CA 94123",5.0,4F11/2,3975.0,1900.0,1.127094938908333,1.830447093815812,-1.62798529003642,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,436.30","$5,300,000.00","2635 Broderick Street, San Francisco,  CA 94123",5.0,4F11/2,4363.0,1909.0,1.2434446420896843,2.135639807771744,-1.424062289196785,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,304.58","$5,495,000.00","4258 26th Street, San Francisco,  CA 94131",5.0,4F11/2,3854.0,1890.0,1.3178321572384175,1.7352710154945037,-1.854566402080459,94131,West of Twin Peaks,-0.5483113510098047,-0.37,-0.32,-0.29
"$1,371.58","$5,500,000.00","630 27th Street, San Francisco,  CA 94131",4.0,3,3200.0,1942.0,1.3197395294217185,1.2208482450636295,-0.6763446194514551,94131,West of Twin Peaks,-0.5483113510098047,-0.37,-0.32,-0.29
"$1,876.83","$5,650,000.00","1 Steuart Lane #410, San Francisco,  CA 94105",2.0,2,2278.0,2021.0,1.376960694920744,0.4956222598384524,1.113646165696455,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,516.30","$5,800,000.00","1515 Union Street #PH5, San Francisco,  CA 94123",3.0,2F11/2,1943.0,2020.0,1.4341818604197696,0.2321182413455734,1.090988054492051,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,511.63","$5,900,000.00","1960 Grant Avenue #PH17, San Francisco,  CA 94133",3.0,3F11/2,2955.0,1988.0,1.4723293040857863,1.028136350941972,0.3659284959511254,94133,Russian Hill,-0.0814583955973032,-0.17,-0.08,-0.34
"$1,366.24","$5,985,000.00","29 Fountain Street, San Francisco,  CA 94114",4.0,3F11/2,3850.0,1905.0,1.504754631201901,1.7321246988557826,-1.5146947340144004,94114,Noe Valley,-0.2251054588011498,-0.48,-0.33,-0.46
"$1,564.65","$5,995,000.00","2422 Buchanan Street, San Francisco,  CA 94115",6.0,3F21/2,4820.0,1900.0,1.5085693755685026,2.495106483745611,-1.62798529003642,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$1,490.12","$5,995,000.00","704 Ashbury Street, San Francisco,  CA 94117",5.0,4F21/2,4961.0,1890.0,1.5085693755685026,2.606014145260524,-1.854566402080459,94117,Hayes Valley,0.7804239836257761,-0.4,0.07,-0.1
"$1,963.83","$6,500,000.00","301 Mission Street #52B, San Francisco,  CA 94105",3.0,3F11/2,3315.0,2009.0,1.7012139660818884,1.3113048484268568,0.8417488312436079,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,754.63","$6,900,000.00","3255 Pacific Avenue, San Francisco,  CA 94118",6.0,5F11/2,7945.0,1910.0,1.853803740745956,4.953166357746348,-1.4014041779923807,94118,Lone Mountain/USF,-0.0814583955973032,-0.31,-0.23,-0.29
"$1,959.83","$6,936,000.00","1 Steuart Lane #1903, San Francisco,  CA 94105",3.0,3,2704.0,2021.0,1.8675368204657223,0.8307049818622327,1.113646165696455,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,962.83","$6,950,000.00","765 Market Street #27A, San Francisco,  CA 94103",3.0,4F11/2,3318.0,2001.0,1.8728774625789648,1.3136645859058973,0.6604839416083764,94103,South of Market,2.3605416788680884,2.55,2.14,2.51
"$2,147.83","$6,955,000.00","17 Guy Place, San Francisco,  CA 94105",5.0,6,5115.0,2020.0,1.874784834762265,2.727147335851281,1.090988054492051,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,579.30","$6,995,000.00","585 Marina Boulevard, San Francisco,  CA 94123",4.0,3F11/2,4062.0,1954.0,1.8900438122286725,1.8988794807079925,-0.404447284998608,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,757.30","$6,995,000.00","1567 Union Street, San Francisco,  CA 94123",5.0,6,4309.0,2024.0,1.8900438122286725,2.0931645331490105,1.1816204993096666,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,982.83","$7,000,000.00","301 Mission Street #49B, San Francisco,  CA 94105",2.0,3F11/2,3315.0,2009.0,1.8919511844119727,1.3113048484268568,0.8417488312436079,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,481.24","$7,000,000.00","328 Cumberland Street, San Francisco,  CA 94114",4.0,4F21/2,4160.0,1928.0,1.8919511844119727,1.975964238356656,-0.99355817631311,94114,Noe Valley,-0.2251054588011498,-0.48,-0.33,-0.46
"$1,550.30","$7,125,000.00","2763 Filbert Street, San Francisco,  CA 94123",4.0,3F11/2,4815.0,1913.0,1.939635488994495,2.49117358794721,-1.333429844379169,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,462.32","$7,700,000.00","1001 California Street #3, San Francisco,  CA 94108",2.0,2F11/2,3474.0,1914.0,2.1589832900740924,1.436370934816014,-1.310771733174765,94108,Chinatown,-0.0455466297963416,-0.09,-0.09,-0.02
"$1,645.29","$7,750,000.00","266 Pacheco Street, San Francisco,  CA 94116",6.0,7F11/2,5241.0,1913.0,2.178057011907101,2.82625630997099,-1.333429844379169,94116,Sunset/Parkside,0.2417474966113515,0.13,0.42,0.31
"$1,643.30","$7,750,000.00","2536 Baker Street, San Francisco,  CA 94123",4.0,4F11/2,5580.0,1917.0,2.178057011907101,3.09290664510259,-1.242797399561553,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,598.32","$8,250,000.00","1170 Sacramento Street #14D, San Francisco,  CA 94108",3.0,3F11/2,2780.0,1989.0,2.368794230237186,0.8904849979979307,0.3885866071555293,94108,Chinatown,-0.0455466297963416,-0.09,-0.09,-0.02
"$1,528.30","$8,495,000.00","2535 Union Street, San Francisco,  CA 94123",4.0,4F11/2,4065.0,1906.0,2.4622554672189274,1.9012392181870328,-1.4920366228099964,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$2,007.83","$8,500,000.00","1 Steuart Lane #1401, San Francisco,  CA 94105",3.0,3,2556.0,2021.0,2.464162839402228,0.7142912662295579,1.113646165696455,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,996.83","$8,650,000.00","1 Steuart Lane #1706, San Francisco,  CA 94105",3.0,3,2351.0,2021.0,2.521384004901254,0.5530425384951095,1.113646165696455,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,800.30","$9,400,000.00","1890 Vallejo Street, San Francisco,  CA 94123",5.0,5F21/2,6600.0,1923.0,2.807489832396381,3.8952173879764302,-1.1068487323351297,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$1,691.91","$9,988,000.00","1250 Jones Street #1901, San Francisco,  CA 94109",5.0,4,3920.0,1929.0,3.031796801152561,1.787185240033399,-0.970900065108706,94109,Nob Hill,0.8522475152276994,0.32,0.06,0.35
"$1,794.91","$9,995,000.00","1045 Francisco Street, San Francisco,  CA 94109",4.0,4F11/2,4560.0,1952.0,3.0344671222091826,2.2905959022287496,-0.4497635074074158,94109,Nob Hill,0.8522475152276994,0.32,0.06,0.35
"$1,802.30","$10,650,000.00","2525 Vallejo Street, San Francisco,  CA 94123",5.0,4F21/2,6448.0,1908.0,3.2843328782215937,3.7756573557050346,-1.4467204004011884,94123,Marina,0.1340121992084665,-0.23,0.1,-0.09
"$2,270.83","$11,900,000.00","488 Folsom Street #5602, San Francisco,  CA 94105",3.0,3,4312.0,2019.0,3.7611759240468063,2.0955242706280512,1.0683299432876472,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$1,954.65","$12,335,000.00","2480 Broadway Street, San Francisco,  CA 94115",5.0,3F21/2,6507.0,1907.0,3.92711730399398,3.8220655261261687,-1.4693785116055924,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$1,984.65","$12,500,000.00","3090 Pacific Avenue, San Francisco,  CA 94115",5.0,5F21/2,6170.0,1929.0,3.9900605860429086,3.556988349313929,-0.970900065108706,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$2,104.65","$12,740,000.00","2800 Pacific Avenue, San Francisco,  CA 94115",5.0,4F21/2,8179.0,1908.0,4.081614450841349,5.137225881111522,-1.4467204004011884,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$2,226.83","$12,995,000.00","181 Fremont Street #68B, San Francisco,  CA 94105",2.0,2F11/2,3256.0,2018.0,4.178890432189693,1.2648966780057227,1.0456718320832432,94105,South of Market,2.3605416788680884,2.55,2.14,2.51
"$2,194.65","$13,900,000.00","2839 Pacific Avenue, San Francisco,  CA 94115",5.0,5F11/2,8650.0,1912.0,4.524124797367146,5.507704665320913,-1.3560879555835728,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$2,189.65","$15,100,000.00","2620 Buchanan Street, San Francisco,  CA 94115",6.0,7F11/2,8350.0,1900.0,4.981894121359351,5.271730917416843,-1.62798529003642,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
"$2,437.24","$19,950,000.00","150 Glenbrook Avenue, San Francisco,  CA 94114",6.0,6F21/2,7440.0,2018.0,6.832045139161176,4.555943882107829,1.0456718320832432,94114,Noe Valley,-0.2251054588011498,-0.48,-0.33,-0.46
"$2,719.94","$25,000,000.00","540 El Camino Del Mar Street, San Francisco,  CA 94121",6.0,4F31/2,10961.0,1926.0,8.758491044295035,7.325489103341938,-1.0388743987219178,94121,Outer Richmond,-0.1532819271992265,-0.26,-0.23,-0.05
"$3,052.65","$32,000,000.00","2898 Broadway Street, San Francisco,  CA 94115",10.0,6F11/2,11155.0,1899.0,11.428812100916224,7.478085460319903,-1.6506434012408238,94115,Western Addition,0.5290416230190447,0.29,1.31,0.34
